Teilbereich Altstadt;1,91379310344828;41,8918918918919;0,801724137931035;129,279279279279;2,47413793103448;46,8626126126126;0,015765765765766;0,058558558558559;0,263513513513513;0,337837837837838;0,337837837837838;0,092342342342342;0,43018018018018;0,236143768894861;0,510581121934834;0,129996640913672;0,116896204232449;0,006382264024185;2,8963963963964;3,42021276595745;72,6622340425532;21,2449455676516;0,236143768894861;0,468928451461203;0,041652670473631;0,100772589855559;0,001343634531407;0,027880416526705;0,007054081289889;0,10984212294256;0,006382264024185;
;Pers./Haush.;Pkw/100 EW;Pkw/Haush.;Rad/100 EW;Rad/Haush.;Jahre;Azubi;Schüler;Studenten;Ausbildung;Vollzeit;Teilzeit;Erwerbst.;268;1507;649;166;26;Wege/P*T;Wege/mP*T;min/mP;min/Weg;268;1375;132;539;16;94;16;150;26;2616
Hafen;2,06666666666667;29,0322580645161;0,6;112,903225806452;2,33333333333333;41,1612903225806;0,064516129032258;0,064516129032258;0,258064516129032;0,387096774193548;0,516129032258065;0,032258064516129;0,548387096774194;0,124137931034483;0,582758620689655;0,227586206896552;0,051724137931035;0,013793103448276;3,32258064516129;3,81481481481481;68,8888888888889;18,0582524271845;0,124137931034483;0,531034482758621;0,051724137931035;0,2;0,003448275862069;0,024137931034483;0;0,051724137931035;0,013793103448276;
;Pers./Haush.;Pkw/100 EW;Pkw/Haush.;Rad/100 EW;Rad/Haush.;Jahre;Azubi;Schüler;Studenten;Ausbildung;Vollzeit;Teilzeit;Erwerbst.;36;169;66;15;4;Wege/P*T;Wege/mP*T;min/mP;min/Weg;36;154;15;58;1;7;0;15;4;290
Herz-Jesu;1,87341772151899;47,2972972972973;0,886075949367089;145,945945945946;2,73417721518987;52,8581081081081;0,02027027027027;0,067567567567568;0,128378378378378;0,216216216216216;0,405405405405405;0,121621621621622;0,527027027027027;0,09504132231405;0,582644628099173;0,241735537190083;0,068181818181818;0,012396694214876;3,24324324324324;3,52941176470588;66,4705882352941;18,8333333333333;0,09504132231405;0,53099173553719;0,051652892561984;0,198347107438017;0,006198347107438;0,037190082644628;0,008264462809917;0,059917355371901;0,012396694214876;
;Pers./Haush.;Pkw/100 EW;Pkw/Haush.;Rad/100 EW;Rad/Haush.;Jahre;Azubi;Schüler;Studenten;Ausbildung;Vollzeit;Teilzeit;Erwerbst.;46;282;117;33;6;Wege/P*T;Wege/mP*T;min/mP;min/Weg;46;257;25;96;3;18;4;29;6;484
Mauritz-Mitte;1,81935483870968;50,354609929078;0,916129032258064;153,900709219858;2,8;52,0744680851064;0,024822695035461;0,046099290780142;0,134751773049645;0,205673758865248;0,365248226950355;0,127659574468085;0,49290780141844;0,132530120481928;0,546184738955823;0,255020080321285;0,052208835341366;0,014056224899598;3,03191489361702;3,42;67,716;19,8;0,132530120481928;0,493975903614458;0,052208835341366;0,20281124497992;0,004016064257028;0,048192771084337;0,008032128514056;0,044176706827309;0,014056224899598;
;Pers./Haush.;Pkw/100 EW;Pkw/Haush.;Rad/100 EW;Rad/Haush.;Jahre;Azubi;Schüler;Studenten;Ausbildung;Vollzeit;Teilzeit;Erwerbst.;66;272;127;26;7;Wege/P*T;Wege/mP*T;min/mP;min/Weg;66;246;26;101;2;24;4;22;7;498
Rumphorst;2,28448275862069;42,6415094339623;0,974137931034483;150,566037735849;3,43965517241379;51,4075471698113;0,018867924528302;0,090566037735849;0,124528301886792;0,233962264150943;0,350943396226415;0,147169811320755;0,49811320754717;0,080838323353293;0,612275449101796;0,239520958083832;0,062874251497006;0,004491017964072;3,39622641509434;3,65853658536585;72,5691056910569;19,8355555555556;0,080838323353293;0,540419161676647;0,07185628742515;0,196107784431138;0,00748502994012;0,035928143712575;0,008982035928144;0,053892215568862;0,004491017964072;
;Pers./Haush.;Pkw/100 EW;Pkw/Haush.;Rad/100 EW;Rad/Haush.;Jahre;Azubi;Schüler;Studenten;Ausbildung;Vollzeit;Teilzeit;Erwerbst.;54;409;160;42;3;Wege/P*T;Wege/mP*T;min/mP;min/Weg;54;361;48;131;5;24;6;36;3;668
Uppenberg;2,09917355371901;48,8188976377953;1,02479338842975;136,220472440945;2,8595041322314;45,2204724409449;0,007874015748032;0,114173228346457;0,181102362204724;0,303149606299213;0,374015748031496;0,118110236220472;0,492125984251969;0,097633136094675;0,554733727810651;0,264792899408284;0,07396449704142;0,00887573964497;3,20866141732283;3,52813852813853;71,1471861471861;20,1656441717791;0,097633136094675;0,52810650887574;0,026627218934911;0,226331360946746;0,007396449704142;0,031065088757397;0,002958579881657;0,071005917159763;0,00887573964497;
;Pers./Haush.;Pkw/100 EW;Pkw/Haush.;Rad/100 EW;Rad/Haush.;Jahre;Azubi;Schüler;Studenten;Ausbildung;Vollzeit;Teilzeit;Erwerbst.;66;375;179;50;6;Wege/P*T;Wege/mP*T;min/mP;min/Weg;66;357;18;153;5;21;2;48;6;676
Münster-West;2,29333333333333;51,9027484143763;1,19030303030303;125,264270613108;2,87272727272727;50,7299154334038;0,017970401691332;0,107293868921776;0,153805496828753;0,279069767441861;0,299154334038055;0,123150105708245;0,4223044397463;0,09515002055076;0,460748047677764;0,35121249486231;0,087135224003288;0,005754212905878;3,03171247357294;3,35831381733021;70,7400468384075;21,0641562064156;0,09515002055076;0,409987669543773;0,050760378133991;0,276818742293465;0,003288121660501;0,071105630908344;0,005754212905878;0,081381011097411;0,005754212905878;
;Pers./Haush.;Pkw/100 EW;Pkw/Haush.;Rad/100 EW;Rad/Haush.;Jahre;Azubi;Schüler;Studenten;Ausbildung;Vollzeit;Teilzeit;Erwerbst.;463;2242;1709;424;28;Wege/P*T;Wege/mP*T;min/mP;min/Weg;463;1995;247;1347;16;346;28;396;28;4866
Gievenbeck;2,32307692307692;44,205298013245;1,02692307692308;124,668874172185;2,89615384615385;45,4403973509934;0,021523178807947;0,120860927152318;0,188741721854305;0,33112582781457;0,316225165562914;0,120860927152318;0,437086092715232;0,121689334287759;0,46957766642806;0,310665712240515;0,093772369362921;0,004294917680744;3,0976821192053;3,408014571949;68,4772313296903;20,0929983965794;0,121689334287759;0,415891195418755;0,053686471009306;0,240515390121689;0,002147458840372;0,068002863278454;0,00286327845383;0,090909090909091;0,004294917680744;
;Pers./Haush.;Pkw/100 EW;Pkw/Haush.;Rad/100 EW;Rad/Haush.;Jahre;Azubi;Schüler;Studenten;Ausbildung;Vollzeit;Teilzeit;Erwerbst.;170;656;434;131;6;Wege/P*T;Wege/mP*T;min/mP;min/Weg;170;581;75;336;3;95;4;127;6;1397
Sentrup;2,30081300813008;40,9893992932862;0,943089430894309;132,155477031802;3,04065040650406;45,2968197879859;0,010600706713781;0,070671378091873;0,3886925795053;0,469964664310954;0,243816254416961;0,074204946996467;0,318021201413428;0,081412103746398;0,659221902017291;0,192363112391931;0,061239193083574;0,005763688760807;3,31802120141343;3,71146245059289;63,8814229249012;17,2119275825346;0,081412103746398;0,636167146974063;0,023054755043228;0,154178674351585;0,000720461095101;0,037463976945245;0,000720461095101;0,060518731988473;0,005763688760807;
;Pers./Haush.;Pkw/100 EW;Pkw/Haush.;Rad/100 EW;Rad/Haush.;Jahre;Azubi;Schüler;Studenten;Ausbildung;Vollzeit;Teilzeit;Erwerbst.;113;915;267;85;8;Wege/P*T;Wege/mP*T;min/mP;min/Weg;113;883;32;214;1;52;1;84;8;1388
Mecklenbeck;2,22463768115942;54,7231270358306;1,21739130434783;125,081433224756;2,78260869565217;53,3778501628665;0,022801302931596;0,100977198697068;0,11400651465798;0,237785016286645;0,302931596091205;0,153094462540717;0,456026058631922;0,043356643356643;0,432167832167832;0,430769230769231;0,088111888111888;0,005594405594406;2,92508143322476;3,21863799283154;69,7168458781362;21,6603563474388;0,043356643356643;0,363636363636364;0,068531468531469;0,344055944055944;0,005594405594406;0,081118881118881;0,006993006993007;0,081118881118881;0,005594405594406;
;Pers./Haush.;Pkw/100 EW;Pkw/Haush.;Rad/100 EW;Rad/Haush.;Jahre;Azubi;Schüler;Studenten;Ausbildung;Vollzeit;Teilzeit;Erwerbst.;31;309;308;63;4;Wege/P*T;Wege/mP*T;min/mP;min/Weg;31;260;49;246;4;58;5;58;4;715
Albachten;2,70512820512821;57,8199052132701;1,56410256410256;128,436018957346;3,47435897435897;53,2748815165877;0,023696682464455;0,151658767772512;0,037914691943128;0,213270142180095;0,298578199052133;0,146919431279621;0,445497630331754;0,106145251396648;0,254189944134078;0,480446927374302;0,153631284916201;0,005586592178771;2,90521327014218;3,27807486631016;82,5347593582888;25,1778140293638;0,106145251396648;0,17877094972067;0,075418994413408;0,368715083798883;0,008379888268156;0,103351955307263;0,025139664804469;0,128491620111732;0,005586592178771;
;Pers./Haush.;Pkw/100 EW;Pkw/Haush.;Rad/100 EW;Rad/Haush.;Jahre;Azubi;Schüler;Studenten;Ausbildung;Vollzeit;Teilzeit;Erwerbst.;38;91;172;55;2;Wege/P*T;Wege/mP*T;min/mP;min/Weg;38;64;27;132;3;37;9;46;2;358
Roxel;2,15178571428571;66,3900414937759;1,42857142857143;114,522821576763;2,46428571428571;56,9792531120332;0,004149377593361;0,107883817427386;0,045643153526971;0,157676348547718;0,352697095435685;0,12448132780083;0,477178423236515;0,073308270676692;0,291353383458647;0,545112781954887;0,077067669172932;0,013157894736842;2,93360995850622;3,28837209302326;74,1023255813954;22,5346534653465;0,073308270676692;0,231203007518797;0,06015037593985;0,453007518796993;0,00187969924812;0,090225563909775;0,005639097744361;0,071428571428572;0,013157894736842;
;Pers./Haush.;Pkw/100 EW;Pkw/Haush.;Rad/100 EW;Rad/Haush.;Jahre;Azubi;Schüler;Studenten;Ausbildung;Vollzeit;Teilzeit;Erwerbst.;39;155;290;41;7;Wege/P*T;Wege/mP*T;min/mP;min/Weg;39;123;32;241;1;48;3;38;7;532
