"RAUM";"DATENQUELLE";"THEMENBEREICH";"MERKMAL";"ZEIT";"WERT";"WERTEEINHEIT"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";9;"CO2-Emissionen - Verkehr";"2019";582527,29;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";9;"CO2-Emissionen - Gesamt";"2019";1891386,22;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Wärme";"2019";707,31;"kt"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Wärme prozentuale Änderung zu 1990";"2019";-36,90;"%"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Strom";"2019";601,54;"kt"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Strom prozentuale Änderung zu 1990";"2019";-28,08;"%"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Verkehr";"2019";582,52;"kt"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Verkehr prozentuale Änderung zu 1990";"2019";-11,83;"%"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Gesamt";"2019";1891,38;"kt"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Gesamt prozentuale Änderung zu 1990";"2019";-27,76;"%"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";12;"Endenergieverbrauch nach Sektoren - Private Haushalte";"2019";1795,74;"GWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";12;"Endenergieverbrauch nach Sektoren - Gewerbe + Sonstiges";"2019";1852,98;"GWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";12;"Endenergieverbrauch nach Sektoren - Industrie";"2019";721,55;"GWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";12;"Endenergieverbrauch nach Sektoren - Verkehr";"2019";1839,21;"GWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";12;"Endenergieverbrauch nach Sektoren - Gesamt";"2019";6209,49;"GWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - GUD (Erdgas)";"2019";426182,00;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - BHKW (Erdgas)";"2019";8776,00;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - BHKW (Biomethan)";"2019";17479,00;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - Klär-Deponiegas";"2019";15201,00;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - Biogas";"2019";44952,20;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - PV";"2019";47745,00;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - Windkraft";"2019";60546,00;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - Wasserkraft";"2019";436,00;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - reg. Bezug (Bundesmix)";"2019";646989,90;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - Stromverbrauch ges.";"2019";1268307,10;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - Anteil EE (%)";"2019";14,69;"%"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - GUD (Erdgas)";"2019";222553,81;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - BHKW (Erdgas)";"2019";2267,08;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - BHKW (Biomethan)";"2019";1433,27;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - Klär-Deponiegas";"2019";760,05;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - Biogas";"2019";5843,78;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - PV";"2019";1909,80;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern (t) - Windkraft";"2019";605,46;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - Wasserkraft";"2019";1,30;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - reg. Bezug (Bundesmix)";"2019";351962,51;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - Emissionen ges.";"2019";587337,08;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - Anteil EE an Gesamtemissionen (%)";"2019";1,55;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";16;"Teilnehmer Startberatung - Unternehmen";"2019";20,00;"Anzahl"
"Münster, Gesamtstadt";"Statistik der Bundesagentur für Arbeit";19;"Sozialversicherungspflichtige Beschäftigte am Arbeitsort";"2019";172362,00;"Anzahl"
"Münster, Gesamtstadt";"Volkswirtschaftliche Gesamtrechnungen der Länder";19;"Bruttoinlandsprodukt";"2019";18110686,00;"EUR"
"Stadt Münster - PV Anlage Kita Waldbach (1534) Inbetriebnahme: 17.06.2019";"Stadt Münster - Amt für Immobilienmanagement";15;"Leistung ab Jahr";"2019";5,40;"kWp"
"Stadt Münster - PV Anlage Regenkläranlage Erbdrostenweg, Inbetriebnahme: 09.02.2007";"Stadt Münster - Amt für Immobilienmanagement";15;"Stromproduktion";"2019";3041,00;"kWh"
"Stadt Münster - PV Anlage Pumpwerk Alter Postweg, Inbetriebnahme: 16.02.2011";"Stadt Münster - Amt für Immobilienmanagement";15;"Stromproduktion";"2019";7453,00;"kWh"
"Stadt Münster - PV Anlage Hauptkläranlage, Inbetriebnahme: 09.11.2019";"Stadt Münster - Amt für Immobilienmanagement";15;"Leistung ab Jahr";"2019";19,44;"kWp"
"Stadt Münster - PV Anlage Hauptkläranlage, Inbetriebnahme: 09.11.2019";"Stadt Münster - Amt für Immobilienmanagement";15;"Stromproduktion";"2019";6572,00;"kWh"
"Stadt Münster";"Stadt Münster - Amt für Immobilienmanagement";15;"Leistung aller Anlagen (Summe)";"2019";56,10;"kWp"
"Stadt Münster";"Stadt Münster - Amt für Immobilienmanagement";15;"Anzahl aller PV-Anlagen";"2019";6,00;"Anzahl"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Grünflächen, Umwelt und Nachhaltigkeit";7;"Betriebe";"2019/2020";6,00;"Anzahl"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Grünflächen, Umwelt und Nachhaltigkeit";7;"Einsparung Abfälle";"2019/2020";22,00;"t pro Jahr"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Grünflächen, Umwelt und Nachhaltigkeit";7;"Einsparung Energie";"2019/2020";1424172,00;"kWh pro Jahr"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Grünflächen, Umwelt und Nachhaltigkeit";7;"Einsparung - Wasser";"2019/2020";3050,00;"m³ pro Jahr"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Grünflächen, Umwelt und Nachhaltigkeit";7;"Einsparung - CO2";"2019/2020";540,00;"t pro Jahr"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Grünflächen, Umwelt und Nachhaltigkeit";7;"Einsparung Betriebskosten";"2019/2020";242422,00;" pro Jahr"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Grünflächen, Umwelt und Nachhaltigkeit";7;"einmalige Investitionskosten";"2019/2020";1452150,00;""
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Gesamt";"2019-04";228,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe Gesamt";"2019-04";14,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Gesamt";"2019-08";229,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe Gesamt";"2019-08";14,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Gesamt";"2019-12";226,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe Gesamt";"2019-12";14,00;"Anzahl"
"Münster, Gesamtstadt";"AWM - Abfallwirtschaftsbetriebe Münster";1;"Abfallaufkommen - Gesamt";"2020";422,00;"kg pro Kopf"
"Münster, Gesamtstadt";"AWM - Abfallwirtschaftsbetriebe Münster";1;"Abfallaufkommen - Wertstoffe";"2020";258,00;"kg pro Kopf"
"Münster, Gesamtstadt";"AWM - Abfallwirtschaftsbetriebe Münster";1;"Abfallaufkommen - Restmüll";"2020";164,00;"kg pro Kopf"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Mobilität und Tiefbau";8;"Stadtradeln Stadt Münster";"2020";914414,00;"km"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";9;"CO2-Emissionen - Private Haushalte";"2020";521173,26;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";9;"CO2-Emissionen - Gewerbe + Sonstiges";"2020";512646,28;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";9;"CO2-Emissionen - Industrie";"2020";204680,18;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";9;"CO2-Emissionen - Verkehr";"2020";571041,01;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";9;"CO2-Emissionen - Gesamt";"2020";1809540,75;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Wärme";"2020";718,32;"kt"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Wärme prozentuale Änderung zu 1990";"2020";-35,91;"%"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Strom";"2020";520,17;"kt"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Strom prozentuale Änderung zu 1990";"2020";-37,81;"%"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Verkehr";"2020";571,04;"kt"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Verkehr prozentuale Änderung zu 1990";"2020";-13,57;"%"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Gesamt";"2020";1809,54;"kt"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Gesamt prozentuale Änderung zu 1990";"2020";-30,88;"%"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";12;"Endenergieverbrauch nach Sektoren - Private Haushalte";"2020";1822,48;"GWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";12;"Endenergieverbrauch nach Sektoren - Gewerbe + Sonstiges";"2020";1866,34;"GWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";12;"Endenergieverbrauch nach Sektoren - Industrie";"2020";685,47;"GWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";12;"Endenergieverbrauch nach Sektoren - Verkehr";"2020";1824,72;"GWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";12;"Endenergieverbrauch nach Sektoren - Gesamt";"2020";6199,02;"GWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - GUD (Erdgas)";"2020";315826,00;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - BHKW (Erdgas)";"2020";9525,00;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - BHKW (Biomethan)";"2020";18767,00;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - Klär-Deponiegas";"2020";15300,00;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - Biogas";"2020";44952,20;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - PV";"2020";53858,00;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - Windkraft";"2020";60546,00;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - Wasserkraft";"2020";436,00;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - reg. Bezug (Bundesmix)";"2020";713954,35;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - Stromverbrauch ges.";"2020";1233164,55;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - Anteil EE (%)";"2020";15,72;"%"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - GUD (Erdgas)";"2020";180194,79;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - BHKW (Erdgas)";"2020";2697,79;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - BHKW (Biomethan)";"2020";1538,89;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - Klär-Deponiegas";"2020";765,00;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - Biogas";"2020";5843,78;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - PV";"2020";2154,32;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern (t) - Windkraft";"2020";605,46;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - Wasserkraft";"2020";1,30;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - reg. Bezug (Bundesmix)";"2020";312712,00;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - Emissionen ges.";"2020";506513,36;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - Anteil EE an Gesamtemissionen (%)";"2020";1,84;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";16;"Teilnehmer Startberatung - Unternehmen";"2020";12,00;"Anzahl"
"Münster, Gesamtstadt";"AWM - Abfallwirtschaftsbetriebe Münster";17;"AWM Fahrzeuge - Elektroantrieb";"2020";22,00;"Anzahl"
"Münster, Gesamtstadt";"AWM - Abfallwirtschaftsbetriebe Münster";17;"AWM Fahrzeuge - Dieselantrieb";"2020";191,00;"Anzahl"
"Münster, Gesamtstadt";"AWM - Abfallwirtschaftsbetriebe Münster";17;"AWM Fahrzeuge - Erdgasantrieb";"2020";2,00;"Anzahl"
"Münster, Gesamtstadt";"Statistik der Bundesagentur für Arbeit";19;"Sozialversicherungspflichtige Beschäftigte am Arbeitsort";"2020";174761,00;"Anzahl"
"Münster, Gesamtstadt";"Volkswirtschaftliche Gesamtrechnungen der Länder";19;"Bruttoinlandsprodukt";"2020";18020456,00;"EUR"
"Stadt Münster - PV Anlage Albert-Schweitzer Schule (531) Inbetriebnahme: 03.12.2020";"Stadt Münster - Amt für Immobilienmanagement";15;"Leistung ab Jahr";"2020";29,48;"kWp"
"Stadt Münster - PV Anlage Hans-Böckler-Berufskolleg (387) Inbetriebnahme: 12.02.2020";"Stadt Münster - Amt für Immobilienmanagement";15;"Leistung ab Jahr";"2020";70,80;"kWp"
"Stadt Münster - PV Anlage Pascal Gymnasium (766) Inbetriebnahme: 03.12.2020";"Stadt Münster - Amt für Immobilienmanagement";15;"Leistung ab Jahr";"2020";29,48;"kWp"
"Stadt Münster - PV Anlage Grundschule Wolbeck-Nord (1443) Inbetriebnahme: 30.01.2020";"Stadt Münster - Amt für Immobilienmanagement";15;"Leistung ab Jahr";"2020";41,50;"kWp"
"Stadt Münster - PV Anlage Regenkläranlage Erbdrostenweg, Inbetriebnahme: 09.02.2007";"Stadt Münster - Amt für Immobilienmanagement";15;"Stromproduktion";"2020";3178,00;"kWh"
"Stadt Münster - PV Anlage Pumpwerk Alter Postweg, Inbetriebnahme: 16.02.2011";"Stadt Münster - Amt für Immobilienmanagement";15;"Stromproduktion";"2020";7642,00;"kWh"
"Stadt Münster - PV Anlage Hauptkläranlage, Inbetriebnahme: 09.11.2019";"Stadt Münster - Amt für Immobilienmanagement";15;"Stromproduktion";"2020";21291,00;"kWh"
"Stadt Münster";"Stadt Münster - Amt für Immobilienmanagement";15;"Leistung aller Anlagen (Summe)";"2020";227,34;"kWp"
"Stadt Münster";"Stadt Münster - Amt für Immobilienmanagement";15;"Anzahl aller PV-Anlagen";"2020";10,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Gesamt";"2020-04";229,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe Gesamt";"2020-04";17,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Gesamt";"2020-08";229,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe Gesamt";"2020-08";18,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe H2";"2020-08";1,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Gesamt";"2020-12";226,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge SWMS";"2020-12";114,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Sub";"2020-12";112,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe Gesamt";"2020-12";18,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe Hybrid";"2020-12";1,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe Elektro";"2020-12";16,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe H2";"2020-12";1,00;"Anzahl"
"Münster, Gesamtstadt";"AWM - Abfallwirtschaftsbetriebe Münster";1;"Abfallaufkommen - Gesamt";"2021";416,00;"kg pro Kopf"
"Münster, Gesamtstadt";"AWM - Abfallwirtschaftsbetriebe Münster";1;"Abfallaufkommen - Wertstoffe";"2021";258,00;"kg pro Kopf"
"Münster, Gesamtstadt";"AWM - Abfallwirtschaftsbetriebe Münster";1;"Abfallaufkommen - Restmüll";"2021";158,00;"kg pro Kopf"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Mobilität und Tiefbau";8;"Stadtradeln Stadt Münster";"2021";1393451,00;"km"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";9;"CO2-Emissionen - Private Haushalte";"2021";510254,30;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";9;"CO2-Emissionen - Gewerbe + Sonstiges";"2021";549104,26;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";9;"CO2-Emissionen - Industrie";"2021";191003,12;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";9;"CO2-Emissionen - Verkehr";"2021";565862,33;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";9;"CO2-Emissionen - Gesamt";"2021";1816224,03;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Wärme";"2021";713,61;"kt"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Wärme prozentuale Änderung zu 1990";"2021";-36,33;"%"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Strom";"2021";536,74;"kt"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Strom prozentuale Änderung zu 1990";"2021";-35,83;"%"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Verkehr";"2021";565,86;"kt"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Verkehr prozentuale Änderung zu 1990";"2021";-14,36;"%"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Gesamt";"2021";1816,22;"kt"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Gesamt prozentuale Änderung zu 1990";"2021";-30,63;"%"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";11;"CO2-Emissionen - Sektor Private Haushalte - Erdgas";"2021";238981,29;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";11;"CO2-Emissionen - Sektor Private Haushalte - Fernwärme";"2021";11415,40;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";11;"CO2-Emissionen - Sektor Private Haushalte - Heizöl";"2021";98807,49;"t"
