"RAUM";"DATENQUELLE";"THEMENBEREICH";"MERKMAL";"ZEIT";"WERT";"WERTEEINHEIT"
"Münster, Gesamtstadt";"AWM - Abfallwirtschaftsbetriebe Münster";1;"Abfallaufkommen - Wertstoffe";"2016";270,00;"kg pro Kopf"
"Münster, Gesamtstadt";"AWM - Abfallwirtschaftsbetriebe Münster";1;"Abfallaufkommen - Restmüll";"2016";165,00;"kg pro Kopf"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";9;"CO2-Emissionen - Private Haushalte";"2016";607277,94;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";9;"CO2-Emissionen - Gewerbe + Sonstiges";"2016";632025,21;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";9;"CO2-Emissionen - Industrie";"2016";214250,89;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";9;"CO2-Emissionen - Verkehr";"2016";598972,70;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";9;"CO2-Emissionen - Gesamt";"2016";2052526,76;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Wärme";"2016";755,32;"kt"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Wärme prozentuale Änderung zu 1990";"2016";-32,61;"%"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Strom";"2016";698,22;"kt"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Strom prozentuale Änderung zu 1990";"2016";-16,52;"%"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Verkehr";"2016";598,97;"kt"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Verkehr prozentuale Änderung zu 1990";"2016";-9,34;"%"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Gesamt";"2016";2052,52;"kt"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Gesamt prozentuale Änderung zu 1990";"2016";-21,60;"%"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";12;"Endenergieverbrauch nach Sektoren - Private Haushalte";"2016";1928,05;"GWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";12;"Endenergieverbrauch nach Sektoren - Gewerbe + Sonstiges";"2016";1973,13;"GWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";12;"Endenergieverbrauch nach Sektoren - Industrie";"2016";632,35;"GWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";12;"Endenergieverbrauch nach Sektoren - Verkehr";"2016";1870,89;"GWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";12;"Endenergieverbrauch nach Sektoren - Gesamt";"2016";6404,44;"GWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - GUD (Erdgas)";"2016";402175,00;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - BHKW (Erdgas)";"2016";1263,85;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - BHKW (Biomethan)";"2016";23218,00;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - Klär-Deponiegas";"2016";15708,00;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - Biogas";"2016";44952,20;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - PV";"2016";37384,00;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - Windkraft";"2016";34457,00;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - Wasserkraft";"2016";436,00;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - reg. Bezug (Bundesmix)";"2016";749075,81;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - Stromverbrauch ges.";"2016";1308669,86;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - Anteil EE (%)";"2016";11,93;"%"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - GUD (Erdgas)";"2016";230045,44;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - BHKW (Erdgas)";"2016";318,54;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - BHKW (Biomethan)";"2016";1903,87;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - Klär-Deponiegas";"2016";785,40;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - Biogas";"2016";5843,78;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - PV";"2016";1495,36;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern (t) - Windkraft";"2016";344,57;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - Wasserkraft";"2016";1,30;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - reg. Bezug (Bundesmix)";"2016";435213,04;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - Emissionen ges.";"2016";675951,33;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - Anteil EE an Gesamtemissionen (%)";"2016";1,25;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";16;"Teilnehmer Startberatung - Unternehmen";"2016";8,00;"Anzahl"
"Münster, Gesamtstadt";"Statistik der Bundesagentur für Arbeit";19;"Sozialversicherungspflichtige Beschäftigte am Arbeitsort";"2016";160646,00;"Anzahl"
"Münster, Gesamtstadt";"Volkswirtschaftliche Gesamtrechnungen der Länder";19;"Bruttoinlandsprodukt";"2016";16080294,00;"EUR"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Grünflächen, Umwelt und Nachhaltigkeit";7;"Betriebe";"2016/2017";9,00;"Anzahl"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Grünflächen, Umwelt und Nachhaltigkeit";7;"Einsparung Abfälle";"2016/2017";13,00;"t pro Jahr"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Grünflächen, Umwelt und Nachhaltigkeit";7;"Einsparung Energie";"2016/2017";808326,00;"kWh pro Jahr"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Grünflächen, Umwelt und Nachhaltigkeit";7;"Einsparung - Wasser";"2016/2017";861,00;"m³ pro Jahr"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Grünflächen, Umwelt und Nachhaltigkeit";7;"Einsparung - CO2";"2016/2017";431,00;"t pro Jahr"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Grünflächen, Umwelt und Nachhaltigkeit";7;"Einsparung Betriebskosten";"2016/2017";295596,00;" pro Jahr"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Grünflächen, Umwelt und Nachhaltigkeit";7;"einmalige Investitionskosten";"2016/2017";1291378,00;""
"Münster, Gesamtstadt";"AWM - Abfallwirtschaftsbetriebe Münster";1;"Abfallaufkommen - Gesamt";"2017";428,00;"kg pro Kopf"
"Münster, Gesamtstadt";"AWM - Abfallwirtschaftsbetriebe Münster";1;"Abfallaufkommen - Wertstoffe";"2017";266,00;"kg pro Kopf"
"Münster, Gesamtstadt";"AWM - Abfallwirtschaftsbetriebe Münster";1;"Abfallaufkommen - Restmüll";"2017";162,00;"kg pro Kopf"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";9;"CO2-Emissionen - Private Haushalte";"2017";578793,98;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";9;"CO2-Emissionen - Gewerbe + Sonstiges";"2017";623804,37;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";9;"CO2-Emissionen - Industrie";"2017";215604,50;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";9;"CO2-Emissionen - Verkehr";"2017";593667,54;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";9;"CO2-Emissionen - Gesamt";"2017";2011870,41;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Wärme";"2017";768,60;"kt"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Wärme prozentuale Änderung zu 1990";"2017";-31,43;"%"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Strom";"2017";649,59;"kt"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Strom prozentuale Änderung zu 1990";"2017";-22,34;"%"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Verkehr";"2017";593,66;"kt"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Verkehr prozentuale Änderung zu 1990";"2017";-10,15;"%"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Gesamt";"2017";2011,87;"kt"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Gesamt prozentuale Änderung zu 1990";"2017";-23,15;"%"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";12;"Endenergieverbrauch nach Sektoren - Private Haushalte";"2017";1905,11;"GWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";12;"Endenergieverbrauch nach Sektoren - Gewerbe + Sonstiges";"2017";2037,94;"GWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";12;"Endenergieverbrauch nach Sektoren - Industrie";"2017";672,86;"GWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";12;"Endenergieverbrauch nach Sektoren - Verkehr";"2017";1856,28;"GWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";12;"Endenergieverbrauch nach Sektoren - Gesamt";"2017";6472,21;"GWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - GUD (Erdgas)";"2017";402360,00;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - BHKW (Erdgas)";"2017";4989,00;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - BHKW (Biomethan)";"2017";12059,00;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - Klär-Deponiegas";"2017";15246,58;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - Biogas";"2017";44952,20;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - PV";"2017";39097,68;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - Windkraft";"2017";55059,84;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - Wasserkraft";"2017";436,00;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - reg. Bezug (Bundesmix)";"2017";744982,57;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - Stromverbrauch ges.";"2017";1319182,88;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - Anteil EE (%)";"2017";12,64;"%"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - GUD (Erdgas)";"2017";215818,05;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - BHKW (Erdgas)";"2017";1066,47;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - BHKW (Biomethan)";"2017";988,83;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - Klär-Deponiegas";"2017";762,32;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - Biogas";"2017";5843,78;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - PV";"2017";1563,90;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern (t) - Windkraft";"2017";550,59;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - Wasserkraft";"2017";1,30;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - reg. Bezug (Bundesmix)";"2017";412720,34;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - Emissionen ges.";"2017";639315,63;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - Anteil EE an Gesamtemissionen (%)";"2017";1,36;"t"
"Münster, Gesamtstadt";"Statistik der Bundesagentur für Arbeit";19;"Sozialversicherungspflichtige Beschäftigte am Arbeitsort";"2017";164707,00;"Anzahl"
"Münster, Gesamtstadt";"Volkswirtschaftliche Gesamtrechnungen der Länder";19;"Bruttoinlandsprodukt";"2017";16954705,00;"EUR"
"Stadt Münster - PV Anlage Regenkläranlage Erbdrostenweg, Inbetriebnahme: 09.02.2007";"Stadt Münster - Amt für Immobilienmanagement";15;"Stromproduktion";"2017";2940,00;"kWh"
"Stadt Münster - PV Anlage Pumpwerk Alter Postweg, Inbetriebnahme: 16.02.2011";"Stadt Münster - Amt für Immobilienmanagement";15;"Stromproduktion";"2017";6837,53;"kWh"
"Münster, Gesamtstadt";"AWM - Abfallwirtschaftsbetriebe Münster";1;"Abfallaufkommen - Gesamt";"2018";421,00;"kg pro Kopf"
"Münster, Gesamtstadt";"AWM - Abfallwirtschaftsbetriebe Münster";1;"Abfallaufkommen - Wertstoffe";"2018";260,00;"kg pro Kopf"
"Münster, Gesamtstadt";"AWM - Abfallwirtschaftsbetriebe Münster";1;"Abfallaufkommen - Restmüll";"2018";161,00;"kg pro Kopf"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";9;"CO2-Emissionen - Private Haushalte";"2018";588419,94;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";9;"CO2-Emissionen - Gewerbe + Sonstiges";"2018";592654,29;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";9;"CO2-Emissionen - Industrie";"2018";232468,64;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";9;"CO2-Emissionen - Verkehr";"2018";588925,58;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";9;"CO2-Emissionen - Gesamt";"2018";2002468,47;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Wärme";"2018";777,88;"kt"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Wärme prozentuale Änderung zu 1990";"2018";-30,60;"%"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Strom";"2018";635,66;"kt"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Strom prozentuale Änderung zu 1990";"2018";-24,00;"%"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Verkehr";"2018";588,92;"kt"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Verkehr prozentuale Änderung zu 1990";"2018";-10,86;"%"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Gesamt";"2018";2002,46;"kt"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Gesamt prozentuale Änderung zu 1990";"2018";-23,51;"%"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";12;"Endenergieverbrauch nach Sektoren - Private Haushalte";"2018";1951,51;"GWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";12;"Endenergieverbrauch nach Sektoren - Gewerbe + Sonstiges";"2018";1935,42;"GWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";12;"Endenergieverbrauch nach Sektoren - Industrie";"2018";737,92;"GWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";12;"Endenergieverbrauch nach Sektoren - Verkehr";"2018";1850,22;"GWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";12;"Endenergieverbrauch nach Sektoren - Gesamt";"2018";6475,08;"GWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - GUD (Erdgas)";"2018";353635,00;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - BHKW (Erdgas)";"2018";8842,00;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - BHKW (Biomethan)";"2018";20490,00;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - Klär-Deponiegas";"2018";15306,54;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - Biogas";"2018";44952,20;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - PV";"2018";42918,00;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - Windkraft";"2018";60546,00;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - Wasserkraft";"2018";436,00;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - reg. Bezug (Bundesmix)";"2018";750386,54;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - Stromverbrauch ges.";"2018";1297512,29;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - Anteil EE (%)";"2018";14,23;"%"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - GUD (Erdgas)";"2018";200091,98;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - BHKW (Erdgas)";"2018";2284,62;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - BHKW (Biomethan)";"2018";1680,18;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - Klär-Deponiegas";"2018";765,32;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - Biogas";"2018";5843,78;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - PV";"2018";1716,72;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern (t) - Windkraft";"2018";605,46;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - Wasserkraft";"2018";1,30;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - reg. Bezug (Bundesmix)";"2018";408210,28;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - Emissionen ges.";"2018";621199,67;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - Anteil EE an Gesamtemissionen (%)";"2018";1,43;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";16;"Teilnehmer Startberatung - Unternehmen";"2018";20,00;"Anzahl"
"Münster, Gesamtstadt";"Statistik der Bundesagentur für Arbeit";19;"Sozialversicherungspflichtige Beschäftigte am Arbeitsort";"2018";168696,00;"Anzahl"
"Münster, Gesamtstadt";"Volkswirtschaftliche Gesamtrechnungen der Länder";19;"Bruttoinlandsprodukt";"2018";17490664,00;"EUR"
"Stadt Münster - PV Anlage Kita Burgwall (118) Inbetriebnahme: 10.12.2018";"Stadt Münster - Amt für Immobilienmanagement";15;"Leistung ab Jahr";"2018";8,40;"kWp"
"Stadt Münster - PV Anlage Kita Legdenweg (501) Inbetriebnahme: 10.12.2018";"Stadt Münster - Amt für Immobilienmanagement";15;"Leistung ab Jahr";"2018";8,40;"kWp"
"Stadt Münster - PV Anlage Kita Loddengrund (190) Inbetriebnahme: 10.12.2018";"Stadt Münster - Amt für Immobilienmanagement";15;"Leistung ab Jahr";"2018";8,40;"kWp"
"Stadt Münster - PV Anlage Ludgerusschule Hiltrup (63) Inbetriebnahme: 11.12.2018";"Stadt Münster - Amt für Immobilienmanagement";15;"Leistung ab Jahr";"2018";20,40;"kWp"
"Stadt Münster - PV Anlage Regenkläranlage Erbdrostenweg, Inbetriebnahme: 09.02.2007";"Stadt Münster - Amt für Immobilienmanagement";15;"Stromproduktion";"2018";3489,00;"kWh"
"Stadt Münster - PV Anlage Pumpwerk Alter Postweg, Inbetriebnahme: 16.02.2011";"Stadt Münster - Amt für Immobilienmanagement";15;"Stromproduktion";"2018";8060,49;"kWh"
"Stadt Münster";"Stadt Münster - Amt für Immobilienmanagement";15;"Leistung aller Anlagen (Summe)";"2018";50,40;"kWp"
"Stadt Münster";"Stadt Münster - Amt für Immobilienmanagement";15;"Anzahl aller PV-Anlagen";"2018";5,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Gesamt";"2018-04";232,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe Gesamt";"2018-04";12,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Gesamt";"2018-08";227,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe Gesamt";"2018-08";12,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Gesamt";"2018-12";224,00;"Anzahl"
"Münster, Gesamtstadt";"Stadtwerke Münster";3;"Fahrzeuge Alternative Antriebe Gesamt";"2018-12";14,00;"Anzahl"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Mobilität und Tiefbau";4;"Wege/Tag - Kfz";"2019";34,20;"%"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Mobilität und Tiefbau";4;"Wege/Tag - ÖV";"2019";10,20;"%"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Mobilität und Tiefbau";4;"Wege/Tag - Fahrrad";"2019";43,50;"%"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Mobilität und Tiefbau";4;"Wege/Tag - Fuß";"2019";11,50;"%"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Mobilität und Tiefbau";4;"Wege/Tag sonstige";"2019";0,60;"%"
"Münster, Gesamtstadt";"AWM - Abfallwirtschaftsbetriebe Münster";1;"Abfallaufkommen - Gesamt";"2019";417,00;"kg pro Kopf"
"Münster, Gesamtstadt";"AWM - Abfallwirtschaftsbetriebe Münster";1;"Abfallaufkommen - Wertstoffe";"2019";255,00;"kg pro Kopf"
"Münster, Gesamtstadt";"AWM - Abfallwirtschaftsbetriebe Münster";1;"Abfallaufkommen - Restmüll";"2019";162,00;"kg pro Kopf"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Mobilität und Tiefbau";4;"Verkehrsleistung - Kfz";"2019";58,90;"%"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Mobilität und Tiefbau";4;"Verkehrsleistung - ÖV";"2019";24,60;"%"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Mobilität und Tiefbau";4;"Verkehrsleistung - Fahrrad";"2019";15,10;"%"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Mobilität und Tiefbau";4;"Verkehrsleistung - Fuß";"2019";1,30;"%"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Mobilität und Tiefbau";4;"Verkehrsleistung - sonstige";"2019";0,10;"%"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Mobilität und Tiefbau";4;"Verkehrsleistung - Absolut";"2019";8500000,00;"km"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Mobilität und Tiefbau";4;"Wege/Tag - absolut";"2019";937000,00;"Wege pro Tag"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";9;"CO2-Emissionen - Private Haushalte";"2019";533848,63;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";9;"CO2-Emissionen - Gewerbe + Sonstiges";"2019";549176,92;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";9;"CO2-Emissionen - Industrie";"2019";225833,35;"t"
