DATEINAME;RAUM;QUELLE_INSTITUTION;THEMENBEREICH;MERKMAL;ZEIT;WERT;WERTEEINHEIT
verkehrsmittelwahl-zeitreihe;Münster, Gesamtstadt;Stadt Münster - Amt für Mobilität und Tiefbau;4;Wege/Tag - Kfz;1982;39,20;%
verkehrsmittelwahl-zeitreihe;Münster, Gesamtstadt;Stadt Münster - Amt für Mobilität und Tiefbau;4;Wege/Tag - ÖV;1982;6,60;%
verkehrsmittelwahl-zeitreihe;Münster, Gesamtstadt;Stadt Münster - Amt für Mobilität und Tiefbau;4;Wege/Tag - Fahrrad;1982;29,20;%
verkehrsmittelwahl-zeitreihe;Münster, Gesamtstadt;Stadt Münster - Amt für Mobilität und Tiefbau;4;Wege/Tag - Fuß;1982;25,00;%
verkehrsmittelwahl-zeitreihe;Münster, Gesamtstadt;Stadt Münster - Amt für Mobilität und Tiefbau;4;Wege/Tag - Kfz;1990;38,30;%
verkehrsmittelwahl-zeitreihe;Münster, Gesamtstadt;Stadt Münster - Amt für Mobilität und Tiefbau;4;Wege/Tag - ÖV;1990;6,60;%
verkehrsmittelwahl-zeitreihe;Münster, Gesamtstadt;Stadt Münster - Amt für Mobilität und Tiefbau;4;Wege/Tag - Fahrrad;1990;33,90;%
verkehrsmittelwahl-zeitreihe;Münster, Gesamtstadt;Stadt Münster - Amt für Mobilität und Tiefbau;4;Wege/Tag - Fuß;1990;21,20;%
verkehrsmittelwahl-zeitreihe;Münster, Gesamtstadt;Stadt Münster - Amt für Mobilität und Tiefbau;4;Wege/Tag - Kfz;1994;37,30;%
verkehrsmittelwahl-zeitreihe;Münster, Gesamtstadt;Stadt Münster - Amt für Mobilität und Tiefbau;4;Wege/Tag - ÖV;1994;9,50;%
verkehrsmittelwahl-zeitreihe;Münster, Gesamtstadt;Stadt Münster - Amt für Mobilität und Tiefbau;4;Wege/Tag - Fahrrad;1994;31,70;%
verkehrsmittelwahl-zeitreihe;Münster, Gesamtstadt;Stadt Münster - Amt für Mobilität und Tiefbau;4;Wege/Tag - Fuß;1994;21,50;%
verkehrsmittelwahl-zeitreihe;Münster, Gesamtstadt;Stadt Münster - Amt für Mobilität und Tiefbau;4;Wege/Tag - Kfz;2001;40,50;%
verkehrsmittelwahl-zeitreihe;Münster, Gesamtstadt;Stadt Münster - Amt für Mobilität und Tiefbau;4;Wege/Tag - ÖV;2001;10,90;%
verkehrsmittelwahl-zeitreihe;Münster, Gesamtstadt;Stadt Münster - Amt für Mobilität und Tiefbau;4;Wege/Tag - Fahrrad;2001;35,20;%
verkehrsmittelwahl-zeitreihe;Münster, Gesamtstadt;Stadt Münster - Amt für Mobilität und Tiefbau;4;Wege/Tag - Fuß;2001;13,40;%
verkehrsmittelwahl-zeitreihe;Münster, Gesamtstadt;Stadt Münster - Amt für Mobilität und Tiefbau;4;Wege/Tag - Kfz;2007;36,40;%
verkehrsmittelwahl-zeitreihe;Münster, Gesamtstadt;Stadt Münster - Amt für Mobilität und Tiefbau;4;Wege/Tag - ÖV;2007;10,40;%
verkehrsmittelwahl-zeitreihe;Münster, Gesamtstadt;Stadt Münster - Amt für Mobilität und Tiefbau;4;Wege/Tag - Fahrrad;2007;37,60;%
verkehrsmittelwahl-zeitreihe;Münster, Gesamtstadt;Stadt Münster - Amt für Mobilität und Tiefbau;4;Wege/Tag - Fuß;2007;15,70;%
verkehrsmittelwahl-zeitreihe;Münster, Gesamtstadt;Stadt Münster - Amt für Mobilität und Tiefbau;4;Wege/Tag - Kfz;2013;29,00;%
verkehrsmittelwahl-zeitreihe;Münster, Gesamtstadt;Stadt Münster - Amt für Mobilität und Tiefbau;4;Wege/Tag - ÖV;2013;10,20;%
verkehrsmittelwahl-zeitreihe;Münster, Gesamtstadt;Stadt Münster - Amt für Mobilität und Tiefbau;4;Wege/Tag - Fahrrad;2013;39,10;%
verkehrsmittelwahl-zeitreihe;Münster, Gesamtstadt;Stadt Münster - Amt für Mobilität und Tiefbau;4;Wege/Tag - Fuß;2013;21,70;%
verkehrsmittelwahl-zeitreihe;Münster, Gesamtstadt;Stadt Münster - Amt für Mobilität und Tiefbau;4;Wege/Tag - Kfz;2019;34,20;%
verkehrsmittelwahl-zeitreihe;Münster, Gesamtstadt;Stadt Münster - Amt für Mobilität und Tiefbau;4;Wege/Tag - ÖV;2019;10,20;%
verkehrsmittelwahl-zeitreihe;Münster, Gesamtstadt;Stadt Münster - Amt für Mobilität und Tiefbau;4;Wege/Tag - Fahrrad;2019;43,50;%
verkehrsmittelwahl-zeitreihe;Münster, Gesamtstadt;Stadt Münster - Amt für Mobilität und Tiefbau;4;Wege/Tag - Fuß;2019;11,50;%
verkehrsmittelwahl-zeitreihe;Münster, Gesamtstadt;Stadt Münster - Amt für Mobilität und Tiefbau;4;Wege/Tag sonstige;2019;0,60;%
verkehrsmittelwahl-zeitreihe;Münster, Gesamtstadt;Stadt Münster - Amt für Mobilität und Tiefbau;4;Verkehrsleistung - Kfz;2019;58,90;%
verkehrsmittelwahl-zeitreihe;Münster, Gesamtstadt;Stadt Münster - Amt für Mobilität und Tiefbau;4;Verkehrsleistung - ÖV;2019;24,60;%
verkehrsmittelwahl-zeitreihe;Münster, Gesamtstadt;Stadt Münster - Amt für Mobilität und Tiefbau;4;Verkehrsleistung - Fahrrad;2019;15,10;%
verkehrsmittelwahl-zeitreihe;Münster, Gesamtstadt;Stadt Münster - Amt für Mobilität und Tiefbau;4;Verkehrsleistung - Fuß;2019;1,30;%
verkehrsmittelwahl-zeitreihe;Münster, Gesamtstadt;Stadt Münster - Amt für Mobilität und Tiefbau;4;Verkehrsleistung - sonstige;2019;0,10;%
verkehrsmittelwahl-zeitreihe;Münster, Gesamtstadt;Stadt Münster - Amt für Mobilität und Tiefbau;4;Verkehrsleistung - Absolut;2019;8500000,00;km
verkehrsmittelwahl-zeitreihe;Münster, Gesamtstadt;Stadt Münster - Amt für Mobilität und Tiefbau;4;Wege/Tag - absolut;2019;937000,00;Wege pro Tag
verkehrsmittelwahl-zeitreihe;Münster, Gesamtstadt;Stadt Münster - Amt für Mobilität und Tiefbau;4;Wege/Tag - Kfz;2022;26,00;%
verkehrsmittelwahl-zeitreihe;Münster, Gesamtstadt;Stadt Münster - Amt für Mobilität und Tiefbau;4;Wege/Tag - ÖV;2022;8,30;%
verkehrsmittelwahl-zeitreihe;Münster, Gesamtstadt;Stadt Münster - Amt für Mobilität und Tiefbau;4;Wege/Tag - Fahrrad;2022;46,80;%
verkehrsmittelwahl-zeitreihe;Münster, Gesamtstadt;Stadt Münster - Amt für Mobilität und Tiefbau;4;Wege/Tag - Fuß;2022;18,90;%
verkehrsmittelwahl-zeitreihe;Münster, Gesamtstadt;Stadt Münster - Amt für Mobilität und Tiefbau;4;Verkehrsleistung - Kfz;2022;48,00;%
verkehrsmittelwahl-zeitreihe;Münster, Gesamtstadt;Stadt Münster - Amt für Mobilität und Tiefbau;4;Verkehrsleistung - ÖV;2022;25,00;%
verkehrsmittelwahl-zeitreihe;Münster, Gesamtstadt;Stadt Münster - Amt für Mobilität und Tiefbau;4;Verkehrsleistung - Fahrrad;2022;24,00;%
verkehrsmittelwahl-zeitreihe;Münster, Gesamtstadt;Stadt Münster - Amt für Mobilität und Tiefbau;4;Verkehrsleistung - Fuß;2022;3,00;%
verkehrsmittelwahl-zeitreihe;Münster, Gesamtstadt;Stadt Münster - Amt für Mobilität und Tiefbau;4;Verkehrsleistung - Absolut;2022;7646000,00;km
verkehrsmittelwahl-zeitreihe;Münster, Gesamtstadt;Stadt Münster - Amt für Mobilität und Tiefbau;4;Wege/Tag - absolut;2022;1008500,00;Wege pro Tag
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Private Haushalte;1990;817146,28;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Gewerbe + Sonstiges;1990;846374,36;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Industrie;1990;293939,74;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Verkehr;1990;660748,80;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Gesamt;1990;2618209,19;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Private Haushalte;1995;774039,74;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Gewerbe + Sonstiges;1995;801725,97;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Industrie;1995;278433,67;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Verkehr;1995;649866,50;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Gesamt;1995;2504065,90;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Private Haushalte;2000;773328,01;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Gewerbe + Sonstiges;2000;800988,78;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Industrie;2000;278177,65;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Verkehr;2000;638984,19;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Gesamt;2000;2491478,65;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Private Haushalte;2005;806450,63;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Gewerbe + Sonstiges;2005;835296,15;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Industrie;2005;290092,36;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Verkehr;2005;628101,88;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Gesamt;2005;2559941,04;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Private Haushalte;2010;684161,37;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Gewerbe + Sonstiges;2010;735889,94;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Industrie;2010;185496,82;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Verkehr;2010;622684,73;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Gesamt;2010;2228232,87;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Private Haushalte;2015;636894,09;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Gewerbe + Sonstiges;2015;629441,40;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Industrie;2015;217637,18;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Verkehr;2015;596134,94;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Gesamt;2015;2080107,63;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Private Haushalte;2016;607277,94;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Gewerbe + Sonstiges;2016;632025,21;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Industrie;2016;214250,89;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Verkehr;2016;598972,70;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Gesamt;2016;2052526,76;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Private Haushalte;2017;578793,98;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Gewerbe + Sonstiges;2017;623804,37;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Industrie;2017;215604,50;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Verkehr;2017;593667,54;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Gesamt;2017;2011870,41;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Private Haushalte;2018;588419,94;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Gewerbe + Sonstiges;2018;592654,29;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Industrie;2018;232468,64;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Verkehr;2018;588925,58;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Gesamt;2018;2002468,47;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Private Haushalte;2019;533848,63;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Gewerbe + Sonstiges;2019;549176,92;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Industrie;2019;225833,35;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Verkehr;2019;582527,29;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Gesamt;2019;1891386,22;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Private Haushalte;2020;521173,26;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Gewerbe + Sonstiges;2020;512646,28;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Industrie;2020;204680,18;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Verkehr;2020;571041,01;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Gesamt;2020;1809540,75;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Private Haushalte;2021;510254,30;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Gewerbe + Sonstiges;2021;549104,26;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Industrie;2021;191003,12;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Verkehr;2021;565862,33;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Gesamt;2021;1816224,03;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Gesamt (Zielwert);2030;130910,00;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Private Haushalt (Zielwert);2030;40857,00;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Gewerbe + Sonstiges (Zielwert);2030;42319,00;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Industrie (Zielwert);2030;14697,00;t
co2-emissionen-tonnen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;9;CO2-Emissionen - Verkehr (Zielwert);2030;33037,00;t
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Wärme;1990;1120,97;kt
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Wärme prozentuale Änderung zu 1990;1990;0,00;%
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Strom;1990;836,48;kt
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Strom prozentuale Änderung zu 1990;1990;0,00;%
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Verkehr;1990;660,74;kt
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Verkehr prozentuale Änderung zu 1990;1990;0,00;%
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Gesamt;1990;2618,20;kt
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Gesamt prozentuale Änderung zu 1990;1990;0,00;%
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Wärme;1995;1055,94;kt
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Wärme prozentuale Änderung zu 1990;1995;-5,80;%
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Strom;1995;798,25;kt
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Strom prozentuale Änderung zu 1990;1995;-4,57;%
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Verkehr;1995;649,86;kt
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Verkehr prozentuale Änderung zu 1990;1995;-1,64;%
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Gesamt;1995;2504,06;kt
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Gesamt prozentuale Änderung zu 1990;1995;-4,35;%
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Wärme;2000;1058,94;kt
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Wärme prozentuale Änderung zu 1990;2000;-5,53;%
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Strom;2000;793,54;kt
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Strom prozentuale Änderung zu 1990;2000;-5,13;%
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Verkehr;2000;638,98;kt
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Verkehr prozentuale Änderung zu 1990;2000;-3,29;%
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Gesamt;2000;2491,47;kt
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Gesamt prozentuale Änderung zu 1990;2000;-4,84;%
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Wärme;2005;961,40;kt
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Wärme prozentuale Änderung zu 1990;2005;-14,23;%
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Strom;2005;970,43;kt
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Strom prozentuale Änderung zu 1990;2005;16,01;%
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Verkehr;2005;628,10;kt
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Verkehr prozentuale Änderung zu 1990;2005;-4,94;%
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Gesamt;2005;2559,94;kt
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Gesamt prozentuale Änderung zu 1990;2005;-2,22;%
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Wärme;2010;788,07;kt
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Wärme prozentuale Änderung zu 1990;2010;-29,69;%
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Strom;2010;817,46;kt
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Strom prozentuale Änderung zu 1990;2010;-2,27;%
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Verkehr;2010;622,68;kt
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Verkehr prozentuale Änderung zu 1990;2010;-5,76;%
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Gesamt;2010;2228,23;kt
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Gesamt prozentuale Änderung zu 1990;2010;-14,89;%
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Wärme;2015;744,60;kt
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Wärme prozentuale Änderung zu 1990;2015;-33,57;%
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Strom;2015;739,37;kt
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Strom prozentuale Änderung zu 1990;2015;-11,60;%
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Verkehr;2015;596,13;kt
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Verkehr prozentuale Änderung zu 1990;2015;-9,77;%
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Gesamt;2015;2080,10;kt
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Gesamt prozentuale Änderung zu 1990;2015;-20,55;%
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Wärme;2016;755,32;kt
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Wärme prozentuale Änderung zu 1990;2016;-32,61;%
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Strom;2016;698,22;kt
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Strom prozentuale Änderung zu 1990;2016;-16,52;%
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Verkehr;2016;598,97;kt
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Verkehr prozentuale Änderung zu 1990;2016;-9,34;%
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Gesamt;2016;2052,52;kt
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Gesamt prozentuale Änderung zu 1990;2016;-21,60;%
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Wärme;2017;768,60;kt
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Wärme prozentuale Änderung zu 1990;2017;-31,43;%
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Strom;2017;649,59;kt
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Strom prozentuale Änderung zu 1990;2017;-22,34;%
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Verkehr;2017;593,66;kt
