LfdNr;Objektname;Objekttyp;Lat;Lon;Objekttyp2;ObjektID;BezirkID;ObjektID2;PlatteBezeichnung;PlatteBaujahr;PlatteMaterial;PlatteID
131;SP THOMAS-MORUS-SCHULE;Spielplatz;51.9744980388965;7.644832096479794;BC-0: BC-Bereich ohne Ballspielangebot;24607;30;24607;Tischtennisplatte (links);;Beton;30 24607 SP THOMAS-MORUS-SCHULE
132;SP STADTPARK WIENBURG;Spielplatz;51.9790537456476;7.627008669710859;A-1: A-Bereich mit Ballspielangebot;24707;30;24707;Tischtennisplatte rund;2018;Beton;30 24707 SP STADTPARK WIENBURG
133;SP DREIZEHNER-STRASSE;Spielplatz;51.98425109468388;7.610213493519696;A-0: A-Bereich ohne Ballspielangebot;24708;30;24708;Tischtennisplatte;2002;Beton;30 24708 SP DREIZEHNER-STRASSE
134;SP POTSTIEGE;Spielplatz;51.965092077108075;7.579445699276074;BC-0: BC-Bereich ohne Ballspielangebot;25101;30;25101;Tischtennisplatte;;Beton;30 25101 SP POTSTIEGE
135;SP MÖLLMANNSWEG;Spielplatz;51.96277993935313;7.585502115852763;ABC-1: ABC-Bereich mit Ballspielangebot;25103;30;25103;Tischtennisplatte;;Beton;30 25103 SP MÖLLMANNSWEG
137;SP BRUCHFELDWEG;Spielplatz;51.97463736019435;7.561118728871046;BC-0: BC-Bereich ohne Ballspielangebot;25106;30;25106;Tischtennisplatte;;Beton;30 25106 SP BRUCHFELDWEG
138;SP MERGELBERG-NORD;Spielplatz;51.96942930521263;7.560495383933216;A-0: A-Bereich ohne Ballspielangebot;25117;30;25117;Tischtennisplatte (Balancierseil);2001;Beton;30 25117 SP MERGELBERG-NORD
139;SP MERGELBERG-NORD;Spielplatz;51.96942930521263;7.560495383933216;A-0: A-Bereich ohne Ballspielangebot;25117;30;25117;Tischtennisplatte (Unterstand);2001;Beton;30 25117 SP MERGELBERG-NORD
140;SP KORBMACHERWEG;Spielplatz;51.952527818101224;7.527377915838521;ABC-0: ABC-Bereich ohne Ballspielangebot;25708;30;25708;Tischtennisplatte;;Beton;30 25708 SP KORBMACHERWEG
141;SP SCHULCAMPUS ROXEL;Spielplatz;51.9547179012786;7.528408434192344;BC-0: BC-Bereich ohne Ballspielangebot;25709;30;25709;Tischtennisplatte rund;;Beton;30 25709 SP SCHULCAMPUS ROXEL
142;SP SCHULCAMPUS ROXEL;Spielplatz;51.9547179012786;7.528408434192344;BC-0: BC-Bereich ohne Ballspielangebot;25709;30;25709;Tischtennisplatte (von links 1);;Beton;30 25709 SP SCHULCAMPUS ROXEL
143;SP SCHULCAMPUS ROXEL;Spielplatz;51.9547179012786;7.528408434192344;BC-0: BC-Bereich ohne Ballspielangebot;25709;30;25709;Tischtennisplatte (von links 2);;Beton;30 25709 SP SCHULCAMPUS ROXEL
144;SP SCHULCAMPUS ROXEL;Spielplatz;51.9547179012786;7.528408434192344;BC-0: BC-Bereich ohne Ballspielangebot;25709;30;25709;Tischtennisplatte (von links 3);;Beton;30 25709 SP SCHULCAMPUS ROXEL
145;SP SCHULCAMPUS ROXEL;Spielplatz;51.9547179012786;7.528408434192344;BC-0: BC-Bereich ohne Ballspielangebot;25709;30;25709;Tischtennisplatte (von links 4);;Beton;30 25709 SP SCHULCAMPUS ROXEL
146;SP SCHULCAMPUS ROXEL;Spielplatz;51.9547179012786;7.528408434192344;BC-0: BC-Bereich ohne Ballspielangebot;25709;30;25709;Tischtennisplatte;;Stein;30 25709 SP SCHULCAMPUS ROXEL
147;SP AM HAUS NIENBERGE;Spielplatz;51.99882881198519;7.55662213402744;BC-0: BC-Bereich ohne Ballspielangebot;25807;30;25807;Tischtennisplatte;;Beton;30 25807 SP AM HAUS NIENBERGE
148;SP HÄGER;Spielplatz;52.020265118464145;7.562267307471802;BC-0: BC-Bereich ohne Ballspielangebot;25809;30;25809;Tischtennisplatte;;Beton;30 25809 SP HÄGER, Hägerstraße
149;SP NERZWEG;Spielplatz;51.99979158076226;7.641068186064878;ABC-1: ABC-Bereich mit Ballspielangebot;26106;30;26106;Tischtennisplatte;;Beton;30 26106 SP NERZWEG
150;SP NERZWEG;Spielplatz;51.99979158076226;7.641068186064878;ABC-1: ABC-Bereich mit Ballspielangebot;26106;30;26106;Tischtennisplatte;;Beton;30 26106 SP NERZWEG
151;SP AN DER MEERWIESE-MITTE;Spielplatz;51.98874409006625;7.650425628321932;BC-0: BC-Bereich ohne Ballspielangebot;26112;30;26112;Tischtennisplatte;;Beton;30 26112 SP AN DER MEERWIESE-MITTE
152;SP KILLINGSTRASSE;Spielplatz;51.999687397653204;7.594063050631306;BC-0: BC-Bereich ohne Ballspielangebot;26302;30;26302;Tischtennisplatte;;Beton;30 26302 SP KILLINGSTRASSE
156;SP ALTE SCHANZE;Spielplatz;51.99989201985218;7.589874420758313;BC-0: BC-Bereich ohne Ballspielangebot;26309;30;26309;Tischtennisplatte;;Sonstige;30 26309 SP ALTE SCHANZE
157;SP NORDMARK;Spielplatz;52.0027865979658;7.6012380442678635;A-0: A-Bereich ohne Ballspielangebot;26313;30;26313;Tischtennisplatte;;Beton;30 26313 SP NORDMARK
158;VG HAMANNPLATZ;Sonstige;51.99358054566289;7.648398271798084;;;30;56122;Tischtennisplatte;;Beton;30 56122 VG HAMANNPLATZ
159;VG SCHMALOERS BUSCH;Sonstige;51.998678707768505;7.5917743141237874;;;30;56351;Tischtennisplatte;;Beton;30 56351 VG SCHMALOERS BUSCH
160;DREIFALTIGKEITSSCHULE;Spielplatz;51.97488683009171;7.615205359954028;BC-0: BC-Bereich ohne Ballspielangebot;24701;30;64701;Tischtennisplatte West;;Sonstige;30 64701 DREIFALTIGKEITSSCHULE, FRIESENRING 25
161;DREIFALTIGKEITSSCHULE;Spielplatz;51.97488683009171;7.615205359954028;BC-0: BC-Bereich ohne Ballspielangebot;24701;30;64701;Tischtennisplatte Ost;;Sonstige;30 64701 DREIFALTIGKEITSSCHULE, FRIESENRING 25
162;PASCAL-GYMNASIUM;Schule;51.97596158858148;7.626065204282213;Gymnasium;84;30;64702;Tischtennisplatte;;;30 64702 PASCAL-GYMNASIUM, Uppenkampstiege 17
163;PASCAL-GYMNASIUM;Schule;51.97596158858148;7.626065204282213;Gymnasium;84;30;64702;Tischtennisplatte;;;30 64702 PASCAL-GYMNASIUM, Uppenkampstiege 17
164;PASCAL-GYMNASIUM;Schule;51.97596158858148;7.626065204282213;Gymnasium;84;30;64702;Tischtennisplatte;;;30 64702 PASCAL-GYMNASIUM, Uppenkampstiege 17
165;MICHAELSCHULE;Schule;51.96779034608303;7.581220091385148;Grundschule;26;30;65101;Tischtennisplatte;;Beton;30 65101 MICHAELSCHULE, Appelbreistiege 40
166;MICHAELSCHULE;Schule;51.96779034608303;7.581220091385148;Grundschule;26;30;65101;Tischtennisplatte rund;;Beton;30 65101 MICHAELSCHULE, Appelbreistiege 40
167;MICHAELSCHULE;Schule;51.96779034608303;7.581220091385148;Grundschule;26;30;65101;Tischtennisplatte (Tischtennisplatte rund);;Beton;30 65101 MICHAELSCHULE, Appelbreistiege 40
168;MICHAELSCHULE;Schule;51.96779034608303;7.581220091385148;Grundschule;26;30;65101;Tischtennisplatte;;Beton;30 65101 MICHAELSCHULE, Appelbreistiege 40
169;MOSAIKSCHULE;Schule;51.965602882284706;7.566765351652201;;;30;65103;Tischtennisplatte (Straße);;Beton;30 65103 MOSAIKSCHULE, DIECKMANNSTRASSE 131
170;MOSAIKSCHULE;Schule;51.965602882284706;7.566765351652201;;;30;65103;Tischtennisplatte;;Beton;30 65103 MOSAIKSCHULE, DIECKMANNSTRASSE 131
171;FREIHERR-VOM-STEIN-GYMNASIUM;Schule;51.961480873295564;7.568601109515213;Gymnasium;90;30;65104;Tischtennisplatte rund;;Beton;30 65104 FREIHERR-VOM-STEIN-GYMNASIUM, DIECKMANNSTR.141
172;FREIHERR-VOM-STEIN-GYMNASIUM;Schule;51.961480873295564;7.568601109515213;Gymnasium;90;30;65104;Tischtennisplatte (Tischtennisplatte rund);;Beton;30 65104 FREIHERR-VOM-STEIN-GYMNASIUM, DIECKMANNSTR.141
173;FREIHERR-VOM-STEIN-GYMNASIUM;Schule;51.961480873295564;7.568601109515213;Gymnasium;90;30;65104;Tischtennisplatte (Sportplatz);;Beton;30 65104 FREIHERR-VOM-STEIN-GYMNASIUM, DIECKMANNSTR.141
174;FREIHERR-VOM-STEIN-GYMNASIUM;Schule;51.961480873295564;7.568601109515213;Gymnasium;90;30;65104;Tischtennisplatte (Basketballständer);;Beton;30 65104 FREIHERR-VOM-STEIN-GYMNASIUM, DIECKMANNSTR.141
175;MARIENSCHULE ROXEL;Schule;51.95513493425613;7.531328977084703;Grundschule;29;30;65703;Tischtennisplatte;;Beton;30 65703 MARIENSCHULE ROXEL, AUF DEM DORN 17
176;MARIENSCHULE ROXEL;Schule;51.95513493425613;7.531328977084703;Grundschule;29;30;65703;Tischtennisplatte;;Beton;30 65703 MARIENSCHULE ROXEL, AUF DEM DORN 17
177;AUGUSTIN-WIBBELT-SCHULE;Schule;51.9550310440076;7.531884932897995;;;30;65704;Tischtennisplatte (Basketballkorb);;Beton;30 65704 AUGUSTIN-WIBBELT-SCHULE, AUF DEM DORN 14, ROXEL
178;AUGUSTIN-WIBBELT-SCHULE;Schule;51.9550310440076;7.531884932897995;;;30;65704;Tischtennisplatte (Turmkombination);;Beton;30 65704 AUGUSTIN-WIBBELT-SCHULE, AUF DEM DORN 14, ROXEL
179;ANNETTE-VON-DROSTE-HÜLSHOFF-SCHULE NIENBERGE;Schule;51.99584715300072;7.56013864693255;Grundschule;43;30;65801;Tischtennisplatte;;Beton;30 65801 ANNETTE-VON-DROSTE-HÜLSHOFF-SCHULE NIENBERGE
180;ANNETTE-VON-DROSTE-HÜLSHOFF-SCHULE NIENBERGE;Schule;51.99584715300072;7.56013864693255;Grundschule;43;30;65801;Tischtennisplatte (Tischtennisplatte rund);;Beton;30 65801 ANNETTE-VON-DROSTE-HÜLSHOFF-SCHULE NIENBERGE
181;ANNETTE-VON-DROSTE-HÜLSHOFF-SCHULE NIENBERGE;Schule;51.99584715300072;7.56013864693255;Grundschule;43;30;65801;Tischtennisplatte rund;;Beton;30 65801 ANNETTE-VON-DROSTE-HÜLSHOFF-SCHULE NIENBERGE
182;MELANCHTONSCHULE;Schule;51.99334789225802;7.645777996782428;;;30;66102;Tischtennisplatte;;Beton;30 66102 MELANCHTONSCHULE, KÖNIGSBERGER STRASSE 91
183;HAUPTSCHULE COERDE;Schule;51.99706431956884;7.647727064538258;Hauptschule;60;30;66103;Tischtennisplatte (vorne);;Beton;30 66103 HAUPTSCHULE COERDE, DACHSLEITE 32
184;HAUPTSCHULE COERDE;Schule;51.99706431956884;7.647727064538258;Hauptschule;60;30;66103;Tischtennisplatte (hinten);;Beton;30 66103 HAUPTSCHULE COERDE, DACHSLEITE 32
185;HAUPTSCHULE COERDE;Schule;51.99706431956884;7.647727064538258;Hauptschule;60;30;66103;Tischtennisplatte (Treppe);;Beton;30 66103 HAUPTSCHULE COERDE, DACHSLEITE 32
186;NORBERTSCHULE;Schule;51.989458474302985;7.649120640845163;Grundschule;24;30;66104;Tischtennisplatte;;Beton;30 66104 NORBERTSCHULE, AN DER MEERWIESE 7
187;NORBERTSCHULE;Schule;51.989458474302985;7.649120640845163;Grundschule;24;30;66104;Tischtennisplatte;;Beton;30 66104 NORBERTSCHULE, AN DER MEERWIESE 7
188;GERTRUDEN-/P-SCHNEIDER-SCHULE;Schule;51.9985674870865;7.6125954733233625;;;30;66201;Tischtennisplatte rund;2006;Beton;30 66201 GERTRUDEN-/P-SCHNEIDER-SCHULE,PASTORSESCH 34
189;KOMPASSSCHULE;Schule;51.99281630551734;7.6162608774908485;Förderschule;54;30;66202;Tischtennisplatte;;Beton;30 66202 KOMPASSSCHULE, BRÖDERICHWEG 36
190;KOMPASSSCHULE;Schule;51.99281630551734;7.6162608774908485;Förderschule;54;30;66202;Tischtennisplatte;;Sonstige;30 66202 KOMPASSSCHULE, BRÖDERICHWEG 36
191;GRUNDSCHULE-KINDERH.-W;Schule;51.99682706427417;7.593655441706337;Grundschule;6;30;66301;Tischtennisplatte (links);;Beton;"30 66301 GRUNDSCHULE-KINDERH.-W; J.-BECKMANN-STR.33"
192;GRUNDSCHULE-KINDERH.-W;Schule;51.99682706427417;7.593655441706337;Grundschule;6;30;66301;Tischtennisplatte (links vorne);;Beton;"30 66301 GRUNDSCHULE-KINDERH.-W; J.-BECKMANN-STR.33"
193;GRUNDSCHULE-KINDERH.-W;Schule;51.99682706427417;7.593655441706337;Grundschule;6;30;66301;Tischtennisplatte (links hinten);;Beton;"30 66301 GRUNDSCHULE-KINDERH.-W; J.-BECKMANN-STR.33"
194;GRUNDSCHULE-KINDERH.-W;Schule;51.99682706427417;7.593655441706337;Grundschule;6;30;66301;Tischtennisplatte (rechts vorne);;Beton;"30 66301 GRUNDSCHULE-KINDERH.-W; J.-BECKMANN-STR.33"
195;GRUNDSCHULE-KINDERH.-W;Schule;51.99682706427417;7.593655441706337;Grundschule;6;30;66301;Tischtennisplatte (rechts hinten);;Beton;"30 66301 GRUNDSCHULE-KINDERH.-W; J.-BECKMANN-STR.33"
196;WALDSCHULE KINDERHAUS;Schule;52.00120675823876;7.61054156397201;Hauptschule;63;30;66302;Tischtennisplatte;;Beton;30 66302 WALDSCHULE KINDERHAUS, GROSSE WIESE 14
197;WALDSCHULE KINDERHAUS;Schule;52.00120675823876;7.61054156397201;Hauptschule;63;30;66302;Tischtennisplatte (Schaukel);;Beton;30 66302 WALDSCHULE KINDERHAUS, GROSSE WIESE 14
198;WALDSCHULE KINDERHAUS;Schule;52.00120675823876;7.61054156397201;Hauptschule;63;30;66302;Tischtennisplatte (links);;Beton;30 66302 WALDSCHULE KINDERHAUS, GROSSE WIESE 14
199;WALDSCHULE KINDERHAUS;Schule;52.00120675823876;7.61054156397201;Hauptschule;63;30;66302;Tischtennisplatte (rechts);;Beton;30 66302 WALDSCHULE KINDERHAUS, GROSSE WIESE 14
200;WALDSCHULE KINDERHAUS;Schule;52.00120675823876;7.61054156397201;Hauptschule;63;30;66302;Tischtennisplatte;;;30 66302 WALDSCHULE KINDERHAUS, GROSSE WIESE 14
201;SCHULZENTR. KI-HAUS: GRUND+REALSCHULE+GYMN.;Schule;51.99887129107541;7.60553060036486;;;30;66303;Tischtennisplatte;;Beton;30 66303 SCHULZENTR. KI-HAUS: GRUND+REALSCHULE+GYMN., v-Humboldt-Str.14
202;SCHULZENTR. KI-HAUS: GRUND+REALSCHULE+GYMN.;Schule;51.99887129107541;7.60553060036486;;;30;66303;Tischtennisplatte (vorne);;Beton;30 66303 SCHULZENTR. KI-HAUS: GRUND+REALSCHULE+GYMN., v-Humboldt-Str.14
203;SCHULZENTR. KI-HAUS: GRUND+REALSCHULE+GYMN.;Schule;51.99887129107541;7.60553060036486;;;30;66303;Tischtennisplatte (hinten);;Beton;30 66303 SCHULZENTR. KI-HAUS: GRUND+REALSCHULE+GYMN., v-Humboldt-Str.14
204;GRUNDSCHULE SPRAKEL;Schule;52.03781992510306;7.615558006772101;Grundschule;36;30;66801;Tischtennisplatte;;;30 66801 GRUNDSCHULE SPRAKEL, IN DER AU 3
205;GRUNDSCHULE SPRAKEL;Schule;52.03781992510306;7.615558006772101;Grundschule;36;30;66801;Tischtennisplatte;;;30 66801 GRUNDSCHULE SPRAKEL, IN DER AU 3
209;SP HUBERTISTRASSE;Spielplatz;51.95359070312566;7.650327468874284;ABC-1: ABC-Bereich mit Ballspielangebot;24401;40;24401;Tischtennisplatte;2021;Sonstige;40 24401 SP HUBERTISTRASSE
210;SP MAURITZ-LINDENWEG;Spielplatz;51.960799797887454;7.658321554179112;ABC-0: ABC-Bereich ohne Ballspielangebot;24408;40;24408;Tischtennisplatte rund;2018;Beton;40 24408 SP MAURITZ-LINDENWEG
211;SP WIENER STRASSE;Spielplatz;51.96964215992893;7.652583940586829;BC-1: BC-Bereich mit Ballspielangebot;24502;40;24502;Tischtennisplatte rund;;Beton;40 24502 SP WIENER STRASSE
212;SP PÖTTERHOEK;Spielplatz;51.972250236754974;7.655706056919073;BC-0: BC-Bereich ohne Ballspielangebot;24506;40;24506;Tischtennisplatte;;Beton;40 24506 SP PÖTTERHOEK
213;SP ADMIRAL-SPEE-STRASSE;Spielplatz;51.967614988790764;7.662138005517565;BC-0: BC-Bereich ohne Ballspielangebot;24507;40;24507;Tischtennisplatte;;Beton;40 24507 SP ADMIRAL-SPEE-STRASSE
214;SP ADMIRAL-SPEE-STRASSE;Spielplatz;51.967614988790764;7.662138005517565;BC-0: BC-Bereich ohne Ballspielangebot;24507;40;24507;Tischtennisplatte;;;40 24507 SP ADMIRAL-SPEE-STRASSE
215;SP MARGARETENSCHULE;Spielplatz;51.95243408523824;7.673768520503377;BC-0: BC-Bereich ohne Ballspielangebot;27103;40;27103;Tischtennisplatte;;Beton;40 27103 SP MARGARETENSCHULE, BRENTANOWEG 18
216;SP PARKALLEE;Spielplatz;51.961184306236;7.680721627617647;BC-0: BC-Bereich ohne Ballspielangebot;27105;40;27105;Tischtennisplatte;;Beton;40 27105 SP PARKALLEE
217;SP HEGERSKAMP;Spielplatz;51.94808753801053;7.672421274422977;ABC-1: ABC-Bereich mit Ballspielangebot;27106;40;27106;Tischtennisplatte;;Beton;40 27106 SP HEGERSKAMP
218;SP HANS-BREDOW-WEG;Spielplatz;51.957523668875844;7.670935191508772;A-0: A-Bereich ohne Ballspielangebot;27108;40;27108;Tischtennisplatte;;;40 27108 SP HANS-BREDOW-WEG
219;SP AM HORNBACH;Spielplatz;52.00269229622538;7.717043986634241;A-1: A-Bereich mit Ballspielangebot;27703;40;27703;Tischtennisplatte rund;2001;Beton;40 27703 SP AM HORNBACH
220;SP TOMKOTTEN;Spielplatz;51.983178049481566;7.7069968122266275;A-1: A-Bereich mit Ballspielangebot;27708;40;27708;Tischtennisplatte (rechts);;Beton;40 27708 SP TOMKOTTEN
221;SP TOMKOTTEN;Spielplatz;51.983178049481566;7.7069968122266275;A-1: A-Bereich mit Ballspielangebot;27708;40;27708;Tischtennisplatte (links);;Beton;40 27708 SP TOMKOTTEN
222;SP AM LÜTKEBACH;Spielplatz;51.94064534907499;7.656250403220775;BC-0: BC-Bereich ohne Ballspielangebot;28101;40;28101;Tischtennisplatte;2004;Beton;40 28101 SP AM LÜTKEBACH
223;SP KRÖGERWEG;Spielplatz;51.92487838137793;7.655721116590505;ABC-1: ABC-Bereich mit Ballspielangebot;28103;40;28103;Tischtennisplatte (vorne);;Beton;40 28103 SP KRÖGERWEG
224;SP KRÖGERWEG;Spielplatz;51.92487838137793;7.655721116590505;ABC-1: ABC-Bereich mit Ballspielangebot;28103;40;28103;Tischtennisplatte (hinten);;Beton;40 28103 SP KRÖGERWEG
225;SP ANGELMODDER WEG;Spielplatz;51.92802491758967;7.6904411830467785;A-1: A-Bereich mit Ballspielangebot;28204;40;28204;Tischtennisplatte rund;;Beton;40 28204 SP ANGELMODDER WEG
226;SP BIRKENHEIDE II;Spielplatz;51.921526165750336;7.6811913590811915;A-1: A-Bereich mit Ballspielangebot;28603;40;28603;Tischtennisplatte;;Beton;40 28603 SP BIRKENHEIDE II
227;SP VOGELROHRSHEIDE;Spielplatz;51.91725000746279;7.681999073923934;BC-1: BC-Bereich mit Ballspielangebot;28605;40;28605;Tischtennisplatte rund;;Beton;40 28605 SP VOGELROHRSHEIDE
228;SP HAUS ANGELMODDE;Spielplatz;51.92041606431939;7.70135254240687;BC-0: BC-Bereich ohne Ballspielangebot;28609;40;28609;Tischtennisplatte;;Beton;40 28609 SP HAUS ANGELMODDE
229;SP OSTPREUSSENSTRASSE;Spielplatz;51.91799343544099;7.67646360256968;BC-0: BC-Bereich ohne Ballspielangebot;28611;40;28611;Tischtennisplatte;2020;Sonstige;40 28611 SP OSTPREUSSENSTRASSE
230;SP AM BERLER KAMP;Spielplatz;51.91779412694339;7.718942324458779;BC-0: BC-Bereich ohne Ballspielangebot;28709;40;28709;Tischtennisplatte;;Beton;40 28709 SP AM BERLER KAMP
231;SP GOLDBRINK;Spielplatz;51.92322426545522;7.72258341182386;BC-0: BC-Bereich ohne Ballspielangebot;28710;40;28710;Tischtennisplatte;;Beton;40 28710 SP GOLDBRINK
234;SP DAHLIENWEG;Spielplatz;51.90213021970665;7.667944437334888;BC-0: BC-Bereich ohne Ballspielangebot;29505;40;29505;Tischtennisplatte;;Beton;40 29505 SP DAHLIENWEG
235;SP AM ROGGENKAMP;Spielplatz;51.90198392038654;7.671087684827654;A-1: A-Bereich mit Ballspielangebot;29506;40;29506;Tischtennisplatte;;Beton;40 29506 SP AM ROGGENKAMP
236;ALBERT-SCHWEITZER-SCHULE;Spielplatz;51.9588697475505;7.657436579546089;BC-1: BC-Bereich mit Ballspielangebot;24404;40;64401;Tischtennisplatte;;;40 64401 ALBERT-SCHWEITZER-SCHULE, Manfred-von-Richthofen-Str.49
237;MATHILDE-ANNEKE-GESAMTSCHULE;Schule;51.95822251357923;7.6536086211458585;Gesamtschule;114;40;64402;Tischtennisplatte;;Beton;40 64402 MATHILDE-ANNEKE-GESAMTSCHULE, AndreasHofer-Straße 30
238;MATHILDE-ANNEKE-GESAMTSCHULE;Schule;51.95822251357923;7.6536086211458585;Gesamtschule;114;40;64402;Tischtennisplatte;;Beton;40 64402 MATHILDE-ANNEKE-GESAMTSCHULE, AndreasHofer-Straße 30
239;OBERSTUFENHAUS MATHILDE-ANNEKE-GESAMTSCHULE;Schule;51.958014827121744;7.655177183651633;;;40;64403;Tischtennisplatte (bei Kletterwand);;Beton;40 64403 OBERSTUFENHAUS MATHILDE-ANNEKE-GESAMTSCHULE, Manfred-von-Richthofen-Str.42
240;OBERSTUFENHAUS MATHILDE-ANNEKE-GESAMTSCHULE;Schule;51.958014827121744;7.655177183651633;;;40;64403;Tischtennisplatte (Technikraum);;Beton;40 64403 OBERSTUFENHAUS MATHILDE-ANNEKE-GESAMTSCHULE, Manfred-von-Richthofen-Str.42
241;OBERSTUFENHAUS MATHILDE-ANNEKE-GESAMTSCHULE;Schule;51.958014827121744;7.655177183651633;;;40;64403;Tischtennisplatte;;Beton;40 64403 OBERSTUFENHAUS MATHILDE-ANNEKE-GESAMTSCHULE, Manfred-von-Richthofen-Str.42
242;MAURITZ-SCHULE;Schule;51.96359784311193;7.649722920034181;Grundschule;27;40;64501;Tischtennisplatte;;Beton;40 64501 MAURITZ-SCHULE, Stiftsstr. 19
243;MAURITZ-SCHULE;Schule;51.96359784311193;7.649722920034181;Grundschule;27;40;64501;Tischtennisplatte;;Beton;40 64501 MAURITZ-SCHULE, Stiftsstr. 19
244;MAURITZ-SCHULE;Schule;51.96359784311193;7.649722920034181;Grundschule;27;40;64501;Tischtennisplatte;;Beton;40 64501 MAURITZ-SCHULE, Stiftsstr. 19
245;PÖTTERHOEKSCHULE;Schule;51.97251741260564;7.653951899081711;Grundschule;12;40;64502;Tischtennisplatte;;Beton;40 64502 PÖTTERHOEKSCHULE, PÖTTERHOOK 49
246;ERICH-KÄSTNER-SCHULE;Schule;51.97343055408543;7.653633497915167;Förderschule;51;40;64503;Tischtennisplatte;;Beton;40 64503 ERICH-KÄSTNER-SCHULE, Pötterhoek 44
247;PLEISTER-SCHULE;Schule;51.9633952090482;7.677824821763299;Grundschule;22;40;67101;Tischtennisplatte (Basketballständer);;Beton;40 67101 PLEISTER-SCHULE
248;PLEISTER-SCHULE;Schule;51.9633952090482;7.677824821763299;Grundschule;22;40;67101;Tischtennisplatte;;Beton;40 67101 PLEISTER-SCHULE
249;MARGARETEN-SCHULE;Spielplatz;51.95243408523824;7.673768520503377;BC-0: BC-Bereich ohne Ballspielangebot;27103;40;67102;Tischtennisplatte;;Beton;40 67102 MARGARETEN-SCHULE, BRENTANOWEG 18
250;R.-VON-WEIZSÄCKER-SCHULE;Schule;51.94355325904727;7.601030735786032;;;40;67103;Tischtennisplatte;;Beton;40 67103 R.-VON-WEIZSÄCKER-SCHULE, LAERER LANDWEG 153
251;R.-VON-WEIZSÄCKER-SCHULE;Schule;51.94355325904727;7.601030735786032;;;40;67103;Tischtennisplatte;;Sonstige;40 67103 R.-VON-WEIZSÄCKER-SCHULE, LAERER LANDWEG 153
252;GRUNDSCHULE GELMER;Schule;52.02950444098261;7.675208335104652;;;40;67601;Tischtennisplatte rund;;Beton;40 67601 GRUNDSCHULE GELMER, Gelmerheide 3
253;GRUNDSCHULE GELMER;Schule;52.02950444098261;7.675208335104652;;;40;67601;Tischtennisplatte;;Beton;40 67601 GRUNDSCHULE GELMER, Gelmerheide 3
254;MATTHIAS-CLAUDIUS-SCHULE HANDORF;Schule;51.989761242562366;7.703283343850582;Grundschule;3;40;67701;Tischtennisplatte (Einfahrt);;Beton;40 67701 MATTHIAS-CLAUDIUS-SCHULE HANDORF, Drostestraße 7
255;MATTHIAS-CLAUDIUS-SCHULE HANDORF;Schule;51.989761242562366;7.703283343850582;Grundschule;3;40;67701;Tischtennisplatte (Papierkorb);;Beton;40 67701 MATTHIAS-CLAUDIUS-SCHULE HANDORF, Drostestraße 7
256;KARDINAL-VON-GALEN SCHULE;Schule;51.98807720723628;7.7005368388094295;Grundschule;33;40;67702;Tischtennisplatte rund;;Beton;40 67702 KARDINAL-VON-GALEN SCHULE, LUDWIG-WOLKER-STRASSE 13
257;KARDINAL-VON-GALEN SCHULE;Schule;51.98807720723628;7.7005368388094295;Grundschule;33;40;67702;Tischtennisplatte (rechts);;Beton;40 67702 KARDINAL-VON-GALEN SCHULE, LUDWIG-WOLKER-STRASSE 13
258;KARDINAL-VON-GALEN SCHULE;Schule;51.98807720723628;7.7005368388094295;Grundschule;33;40;67702;Tischtennisplatte (links);;Beton;40 67702 KARDINAL-VON-GALEN SCHULE, LUDWIG-WOLKER-STRASSE 13
259;IDASCHULE;Spielplatz;51.93231007900058;7.672697134817798;BC-0: BC-Bereich ohne Ballspielangebot;28205;40;68201;Tischtennisplatte;;Stein;40 68201 IDASCHULE, VÖRNSTE ESCH 19
260;IDASCHULE;Spielplatz;51.93231007900058;7.672697134817798;BC-0: BC-Bereich ohne Ballspielangebot;28205;40;68201;Tischtennisplatte;;Stein;40 68201 IDASCHULE, VÖRNSTE ESCH 19
261;PESTALOZZISCHULE;Schule;51.93109745971898;7.66696209967985;;;40;68202;Tischtennisplatte;;Beton;40 68202 PESTALOZZISCHULE, ANTON-KNUBEL-WEG 10-12
262;EICHENDORFF-SCHULE;Spielplatz;51.91454161175453;7.696009960007773;BC-0: BC-Bereich ohne Ballspielangebot;28607;40;68601;Tischtennisplatte;;Beton;40 68601 EICHENDORFF-SCHULE
263;EICHENDORFF-SCHULE;Spielplatz;51.91454161175453;7.696009960007773;BC-0: BC-Bereich ohne Ballspielangebot;28607;40;68601;Tischtennisplatte;;Beton;40 68601 EICHENDORFF-SCHULE
264;ANNETTE-VON-DROSTE-HÜLSHOFF-SCHULE ANGELM.;Schule;51.92123581977076;7.6805453323376955;Grundschule;44;40;68602;Tischtennisplatte;;Beton;40 68602 ANNETTE-VON-DROSTE-HÜLSHOFF-SCHULE ANGELM.
265;SCHULZENTRUM WOLBECK (HS;Schule;51.913875;7.719252;;;40;68701;Tischtennisplatte;;Beton;40 68701 SCHULZENTRUM WOLBECK (HS, RS, Gym.)
266;SCHULZENTRUM WOLBECK (HS;Schule;51.913875;7.719252;;;40;68701;Tischtennisplatte (Torwand);;Beton;40 68701 SCHULZENTRUM WOLBECK (HS, RS, Gym.)
267;SCHULZENTRUM WOLBECK (HS;Schule;51.913875;7.719252;;;40;68701;Tischtennisplatte;;Beton;40 68701 SCHULZENTRUM WOLBECK (HS, RS, Gym.)
